IMAGETYP,DATE-OBS,DATE-LOC,DATE-AVG,EXPOSURE,EXPTIME,INSTRUME,CAMERAID,GAIN,OFFSET,EGAIN,XBINNING,YBINNING,SET-TEMP,CCD-TEMP,XPIXSZ,YPIXSZ,USBLIMIT,SITEELEV,SITELAT,SITELONG,TELESCOP,FOCALLEN,FOCRATIO,RA,DEC,CENTALT,CENTAZ,AIRMASS,PIERSIDE,OBJECT,OBJCTRA,OBJCTDEC,OBJCTROT,FOCNAME,FOCPOS,FOCUSPOS,FOCUSSZ,FOCTEMP,FOCUSTEM,ROTNAME,ROTATOR,ROTATANG,ROTSTPSZ,FWHEEL,FILTER,CLOUDCVR,HUMIDITY,PRESSURE,AMBTEMP,WINDDIR,WINDSPD,EQUINOX,SWCREATE,FILENAME,NUMBER,DEWPOINT,WINDGUST
LIGHT,2025-08-05T02:38:17.3170765,2025-08-05T03:38:17.3170765,2025-08-05T02:43:17.8595610,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364371304148,41.6265858502379,61.05616,264.91608,1.14231941532035,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11944,11944,1.325,10.8,10.8,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,0.0,73.0,1006.06665773546,16.59,289.0,21.708,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-05_Time_03-38-17_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.45_HFR_1.65px_FWHM_3.82_Temp_10.80_0019.xisf,1,11.8220340765593,42.192
LIGHT,2025-08-05T23:06:04.5456226,2025-08-06T00:06:04.5456226,2025-08-05T23:11:05.1010601,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362626193953,41.6263254067371,76.72335,137.64928,1.02734304366125,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11943,11943,1.325,12.4,12.4,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_00-06-04_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.63px_FWHM_3.83_Temp_12.40_0024.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-05T23:16:05.7632939,2025-08-06T00:16:05.7632939,2025-08-05T23:21:06.3205882,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362536013016,41.6263148913453,77.68779,144.93565,1.0234338955964,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11943,11943,1.325,12.4,12.4,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_00-16-05_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.61px_FWHM_3.77_Temp_12.40_0025.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-05T02:28:16.0503255,2025-08-05T03:28:16.0503255,2025-08-05T02:33:16.5857577,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364251773884,41.6265767466185,62.58383,262.61908,1.12615427111321,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11944,11944,1.325,10.9,10.9,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,0.0,73.0,1006.06665773546,16.59,289.0,21.708,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-05_Time_03-28-16_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.45_HFR_1.67px_FWHM_3.85_Temp_10.90_0018.xisf,1,11.8220340765593,42.192
LIGHT,2025-08-05T02:48:33.2424184,2025-08-05T03:48:33.2424184,2025-08-05T02:53:33.7949064,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363646776159,41.6248563407071,59.4811944444444,267.1425,1.16035224692524,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11944,11944,1.325,10.7,10.7,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,0.0,73.0,1006.06665773546,16.59,289.0,21.708,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-05_Time_03-48-33_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.45_HFR_1.65px_FWHM_3.88_Temp_10.70_0020.xisf,1,11.8220340765593,42.192
LIGHT,2025-08-05T23:26:20.3742252,2025-08-06T00:26:20.3742252,2025-08-05T23:31:20.9179642,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363518740216,41.6245424757349,78.49148,153.34795,1.02041883622544,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11943,11943,1.325,12.2,12.2,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_00-26-20_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.63px_FWHM_3.79_Temp_12.20_0026.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-05T23:36:21.6426126,2025-08-06T00:36:21.6426126,2025-08-05T23:41:22.1760792,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363668157107,41.6245215487963,79.0711,162.54184,1.01837932095616,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11943,11943,1.325,12.0,12.0,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_00-36-21_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.63px_FWHM_3.79_Temp_12.00_0027.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-05T23:56:37.5114989,2025-08-06T00:56:37.5114989,2025-08-06T00:01:38.0401386,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363893424467,41.6249098189989,79.46952,182.91845,1.01704232348362,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11943,11943,1.325,11.5,11.5,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_00-56-37_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.66px_FWHM_3.91_Temp_11.50_0029.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-05T23:46:22.8128121,2025-08-06T00:46:22.8128121,2025-08-05T23:51:23.3443084,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-9.9,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363592953934,41.6245110087104,79.40533,172.44697,1.01725417192929,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11943,11943,1.325,11.8,11.8,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_00-46-22_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.66px_FWHM_3.92_Temp_11.80_0028.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T00:24:24.4505244,2025-08-06T01:24:24.4505244,2025-08-06T00:29:25.0187127,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364029479965,41.6255777537735,78.26764,209.3296,1.02123663120208,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,10.8,10.8,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_01-24-24_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.67px_FWHM_3.91_Temp_10.80_0031.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T00:14:23.2537928,2025-08-06T01:14:23.2537928,2025-08-06T00:19:23.7854845,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364119534845,41.6255482644115,78.91478,200.44091,1.01891830702214,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,11.0,11.0,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_01-14-23_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.39_HFR_1.66px_FWHM_3.92_Temp_11.00_0030.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T00:35:01.7172264,2025-08-06T01:35:01.7172264,2025-08-06T00:40:02.2768192,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-9.9,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363653311408,41.6251076806248,77.36454,217.73841,1.02470850027712,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,10.6,10.6,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_01-35-01_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.67px_FWHM_3.87_Temp_10.60_0032.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T00:55:04.2419835,2025-08-06T01:55:04.2419835,2025-08-06T01:00:04.7688526,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363682600678,41.6250762979254,75.21544,230.73608,1.03410481230248,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,10.4,10.4,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_01-55-04_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.44_HFR_1.66px_FWHM_3.82_Temp_10.40_0034.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T00:45:03.0131594,2025-08-06T01:45:03.0131594,2025-08-06T00:50:03.5358916,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363727878225,41.6250968862127,76.3516111111111,224.67306,1.02893572396175,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,10.5,10.5,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_01-45-03_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.66px_FWHM_3.85_Temp_10.50_0033.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T01:05:18.7408164,2025-08-06T02:05:18.7408164,2025-08-06T01:10:19.3399795,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.365477887437,41.6245425163395,73.94924,236.17076,1.04041105057768,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,10.3,10.3,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_02-05-18_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.44_HFR_1.66px_FWHM_3.78_Temp_10.30_0035.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T01:15:20.1338791,2025-08-06T02:15:20.1338791,2025-08-06T01:20:20.6971063,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.365447525521,41.624501901916,72.63867,240.83131,1.0475612627843,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,10.1,10.1,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_02-15-20_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.45_HFR_1.66px_FWHM_3.79_Temp_10.10_0036.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T01:35:50.2719628,2025-08-06T02:35:50.2719628,2025-08-06T01:40:50.8373721,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364087502829,41.6256229056758,69.79109,248.83284,1.06538295978276,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11911,11911,1.325,9.8,9.8,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_02-35-50_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.47_HFR_1.68px_FWHM_3.86_Temp_9.80_0038.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T02:20:45.4420084,2025-08-06T03:20:45.4420084,2025-08-06T02:25:45.9876304,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363997045408,41.6258400857557,63.1261388888889,261.76477,1.12071489329766,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11883,11883,1.325,9.3,9.3,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_03-20-45_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.69px_FWHM_4.06_Temp_9.30_0042.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T23:21:00.2500353,2025-08-07T00:21:00.2500353,2025-08-06T23:26:00.7685108,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363993592897,41.6255385462328,78.39467,152.1418,1.02077045892099,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12014,12014,1.325,15.9,15.9,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_00-21-00_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.44_HFR_1.63px_FWHM_3.79_Temp_15.90_0049.xisf,1,10.7045677578739,11.268
LIGHT,2025-08-06T02:10:44.1820147,2025-08-06T03:10:44.1820147,2025-08-06T02:15:44.7438020,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364057175006,41.6258206478104,64.64599,259.25612,1.10626828976085,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11883,11883,1.325,9.4,9.4,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_03-10-44_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.40_HFR_1.71px_FWHM_4.08_Temp_9.40_0041.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T02:51:19.6264158,2025-08-06T03:51:19.6264158,2025-08-06T02:56:20.1626487,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363951251842,41.6258381379887,58.4534444444445,268.53863,1.17291214726311,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11883,11883,1.325,9.0,9.0,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_03-51-19_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.67px_FWHM_4.03_Temp_9.00_0045.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T02:30:46.6514595,2025-08-06T03:30:46.6514595,2025-08-06T02:35:47.2197317,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363981754434,41.6258294469204,61.5991388888889,264.11398,1.13642851332056,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11883,11883,1.325,9.1,9.1,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_03-30-46_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.42_HFR_1.66px_FWHM_3.85_Temp_9.10_0043.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-06T02:41:18.3735943,2025-08-06T03:41:18.3735943,2025-08-06T02:46:18.9106325,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363936557941,41.625838827676,59.99106,266.43723,1.15435705358862,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11883,11883,1.325,9.0,9.0,,,,,Ascom.SxUFW (v2) ,OIII,47.0,62.0,1015.98841964607,16.51,323.0,11.448,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-06_Time_03-41-18_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.43_HFR_1.65px_FWHM_3.87_Temp_9.00_0044.xisf,1,9.34297204464946,19.548
LIGHT,2025-08-07T01:47:49.1651851,2025-08-07T02:47:49.1651851,2025-08-07T01:52:49.7393186,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363914934598,41.6253994637017,67.4764,253.97804,1.08231871267756,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11977,11977,1.325,14.9,14.9,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_02-47-49_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.41_HFR_1.64px_FWHM_3.78_Temp_14.90_0062.xisf,1,10.7045677578739,11.268
LIGHT,2025-08-06T23:31:01.4582502,2025-08-07T00:31:01.4582502,2025-08-06T23:36:02.0240898,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.364023343453,41.625547864271,79.00489,161.20062,1.01860661651092,West,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,12014,12014,1.325,15.6,15.6,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_00-31-01_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.43_HFR_1.65px_FWHM_3.87_Temp_15.60_0050.xisf,1,10.7045677578739,11.268
LIGHT,2025-08-07T02:18:05.9409764,2025-08-07T03:18:05.9409764,2025-08-07T02:23:06.5129197,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362311805136,41.6254203284966,62.93432,262.06812,1.12262136468691,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11977,11977,1.325,14.0,14.0,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_03-18-05_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.45_HFR_1.66px_FWHM_3.75_Temp_14.00_0065.xisf,1,10.7045677578739,11.268
LIGHT,2025-08-07T01:58:03.4548756,2025-08-07T02:58:03.4548756,2025-08-07T02:03:04.0209596,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.36228233396,41.6254316313575,65.95648,256.92361,1.09471740629579,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11977,11977,1.325,14.7,14.7,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_02-58-03_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.43_HFR_1.64px_FWHM_3.74_Temp_14.70_0063.xisf,1,10.7045677578739,11.268
LIGHT,2025-08-07T02:28:20.7943901,2025-08-07T03:28:20.7943901,2025-08-07T02:33:21.3362404,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.363380244299,41.6271478945978,61.3753055555556,264.44916,1.13883720077603,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11977,11977,1.325,13.8,13.8,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_03-28-20_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.47_HFR_1.67px_FWHM_3.83_Temp_13.80_0066.xisf,1,10.7045677578739,11.268
LIGHT,2025-08-07T02:08:04.6787226,2025-08-07T03:08:04.6787226,2025-08-07T02:13:05.2206227,600.0,600.0,ZWO ASI6200MM Pro,ZWO ASI6200MM Pro,100,10,0.246657639741898,1,1,-10.0,-10.0,3.76,3.76,40,66.2,52.2483888888889,-0.12325,NP101is,540.0,5.4,315.362252061977,41.6254010557815,64.44981,259.58973,1.10806847320599,East,NGC 6997 Panel 1,21 01 27,+41 37 32,90.0,FocusLynx Focuser 1,11977,11977,1.325,14.2,14.2,Manual Rotator,0.0,0.0,0.0,Ascom.SxUFW (v2) ,OIII,98.0,59.0,1010.0353624997,18.73,184.0,4.824,2000.0,N.I.N.A. 3.2.0.2002 (x64),NGC 6997 Panel 1_Date_2025-08-07_Time_03-08-04_Type_LIGHT_Filter_OIII_Exp_600.00s_G_100_Off_10_Ecc_0.43_HFR_1.67px_FWHM_3.81_Temp_14.20_0064.xisf,1,10.7045677578739,11.268
